,dataset_name,relation_P_ID,relation_label,tail_entity_Q_ID,tail_entity_label,count
8305,HumanWikidata5M,P19,place of birth,Q187892,NA,17
8306,HumanWikidata5M,P19,place of birth,Q1131767,NA,17
8307,HumanWikidata5M,P19,place of birth,Q183329,NA,17
8308,HumanWikidata5M,P19,place of birth,Q166002,NA,17
8309,HumanWikidata5M,P19,place of birth,Q212546,NA,17
8310,HumanWikidata5M,P19,place of birth,Q19785,NA,17
8311,HumanWikidata5M,P19,place of birth,Q9863,NA,17
8312,HumanWikidata5M,P19,place of birth,Q825883,NA,17
8313,HumanWikidata5M,P19,place of birth,Q856332,NA,17
8314,HumanWikidata5M,P19,place of birth,Q151831,NA,17
8315,HumanWikidata5M,P19,place of birth,Q7050,NA,17
8316,HumanWikidata5M,P19,place of birth,Q1015021,NA,17
8317,HumanWikidata5M,P19,place of birth,Q1380121,NA,17
8318,HumanWikidata5M,P19,place of birth,Q216038,NA,17
8319,HumanWikidata5M,P19,place of birth,Q1012054,NA,17
8320,HumanWikidata5M,P19,place of birth,Q269899,NA,17
8321,HumanWikidata5M,P19,place of birth,Q943352,NA,17
8322,HumanWikidata5M,P19,place of birth,Q1479693,NA,17
8323,HumanWikidata5M,P19,place of birth,Q487500,NA,17
8324,HumanWikidata5M,P19,place of birth,Q320378,NA,17
8325,HumanWikidata5M,P19,place of birth,Q152467,NA,17
8326,HumanWikidata5M,P19,place of birth,Q545119,NA,17
8327,HumanWikidata5M,P19,place of birth,Q612260,NA,17
8328,HumanWikidata5M,P19,place of birth,Q706029,NA,17
8329,HumanWikidata5M,P19,place of birth,Q79853,NA,17
8330,HumanWikidata5M,P19,place of birth,Q2022256,NA,17
8331,HumanWikidata5M,P19,place of birth,Q102661,NA,17
8332,HumanWikidata5M,P19,place of birth,Q189328,NA,17
8333,HumanWikidata5M,P19,place of birth,Q1001416,NA,17
8334,HumanWikidata5M,P19,place of birth,Q762430,NA,17
8335,HumanWikidata5M,P19,place of birth,Q21185,NA,17
8336,HumanWikidata5M,P19,place of birth,Q753950,NA,17
8337,HumanWikidata5M,P19,place of birth,Q189901,NA,17
8338,HumanWikidata5M,P19,place of birth,Q1740762,NA,17
8339,HumanWikidata5M,P19,place of birth,Q1829193,NA,17
8340,HumanWikidata5M,P19,place of birth,Q201026,NA,17
8341,HumanWikidata5M,P19,place of birth,Q1012089,NA,17
8342,HumanWikidata5M,P19,place of birth,Q849596,NA,17
8343,HumanWikidata5M,P19,place of birth,Q27437,NA,17
8344,HumanWikidata5M,P19,place of birth,Q520405,NA,17
8345,HumanWikidata5M,P19,place of birth,Q125934,NA,17
8346,HumanWikidata5M,P19,place of birth,Q50886,NA,17
8347,HumanWikidata5M,P19,place of birth,Q3919,NA,17
8348,HumanWikidata5M,P19,place of birth,Q278877,NA,17
8349,HumanWikidata5M,P19,place of birth,Q2027955,NA,17
8350,HumanWikidata5M,P19,place of birth,Q490058,NA,17
8351,HumanWikidata5M,P19,place of birth,Q753891,NA,17
8352,HumanWikidata5M,P19,place of birth,Q918153,NA,17
8353,HumanWikidata5M,P19,place of birth,Q754630,NA,17
8354,HumanWikidata5M,P19,place of birth,Q269732,NA,17
8355,HumanWikidata5M,P19,place of birth,Q2542731,NA,17
8356,HumanWikidata5M,P19,place of birth,Q926988,NA,17
8357,HumanWikidata5M,P19,place of birth,Q81011,NA,17
8358,HumanWikidata5M,P19,place of birth,Q132754,NA,17
8359,HumanWikidata5M,P19,place of birth,Q495369,NA,17
8360,HumanWikidata5M,P19,place of birth,Q200731,NA,17
8361,HumanWikidata5M,P19,place of birth,Q1294439,NA,17
8362,HumanWikidata5M,P19,place of birth,Q431731,NA,17
8363,HumanWikidata5M,P19,place of birth,Q163888,NA,17
8364,HumanWikidata5M,P19,place of birth,Q494180,NA,17
8365,HumanWikidata5M,P19,place of birth,Q776556,NA,17
8366,HumanWikidata5M,P19,place of birth,Q272795,NA,17
8367,HumanWikidata5M,P19,place of birth,Q3476984,NA,17
8368,HumanWikidata5M,P19,place of birth,Q57080,NA,17
8369,HumanWikidata5M,P19,place of birth,Q747778,NA,17
8370,HumanWikidata5M,P19,place of birth,Q209983,NA,17
8371,HumanWikidata5M,P19,place of birth,Q1088629,NA,17
8372,HumanWikidata5M,P19,place of birth,Q1026964,NA,17
8373,HumanWikidata5M,P19,place of birth,Q986,NA,17
8374,HumanWikidata5M,P19,place of birth,Q927213,NA,17
8375,HumanWikidata5M,P19,place of birth,Q1181726,NA,17
8376,HumanWikidata5M,P19,place of birth,Q1012401,NA,17
8377,HumanWikidata5M,P19,place of birth,Q868666,NA,17
8378,HumanWikidata5M,P19,place of birth,Q42146,NA,17
8379,HumanWikidata5M,P19,place of birth,Q482993,NA,17
8380,HumanWikidata5M,P19,place of birth,Q228811,NA,17
8381,HumanWikidata5M,P19,place of birth,Q1013254,NA,17
8382,HumanWikidata5M,P19,place of birth,Q26676,NA,17
8383,HumanWikidata5M,P19,place of birth,Q1027294,NA,17
8384,HumanWikidata5M,P19,place of birth,Q373971,NA,17
8385,HumanWikidata5M,P19,place of birth,Q2536859,NA,17
8386,HumanWikidata5M,P19,place of birth,Q4181,NA,17
8387,HumanWikidata5M,P19,place of birth,Q221921,NA,17
8388,HumanWikidata5M,P19,place of birth,Q544501,NA,17
8389,HumanWikidata5M,P19,place of birth,Q1956633,NA,17
8390,HumanWikidata5M,P19,place of birth,Q548790,NA,17
8391,HumanWikidata5M,P19,place of birth,Q985302,NA,17
8392,HumanWikidata5M,P19,place of birth,Q3452979,NA,17
8393,HumanWikidata5M,P19,place of birth,Q210307,NA,17
8394,HumanWikidata5M,P19,place of birth,Q525960,NA,17
8395,HumanWikidata5M,P19,place of birth,Q31094,NA,17
8396,HumanWikidata5M,P19,place of birth,Q141754,NA,17
8397,HumanWikidata5M,P19,place of birth,Q208193,NA,17
8398,HumanWikidata5M,P19,place of birth,Q567814,NA,17
8399,HumanWikidata5M,P19,place of birth,Q849026,NA,17
8400,HumanWikidata5M,P19,place of birth,Q1011190,NA,17
8401,HumanWikidata5M,P19,place of birth,Q14866,NA,17
8402,HumanWikidata5M,P19,place of birth,Q178488,NA,17
8403,HumanWikidata5M,P19,place of birth,Q920646,NA,17
8404,HumanWikidata5M,P19,place of birth,Q124129,NA,17
8405,HumanWikidata5M,P19,place of birth,Q693164,NA,17
8406,HumanWikidata5M,P19,place of birth,Q41970,NA,17
8407,HumanWikidata5M,P19,place of birth,Q1007201,NA,17
8408,HumanWikidata5M,P19,place of birth,Q192888,NA,17
8409,HumanWikidata5M,P19,place of birth,Q1759693,NA,17
8410,HumanWikidata5M,P19,place of birth,Q959502,NA,17
8411,HumanWikidata5M,P19,place of birth,Q1014591,NA,17
8412,HumanWikidata5M,P19,place of birth,Q581790,NA,17
8413,HumanWikidata5M,P19,place of birth,Q209009,NA,17
8414,HumanWikidata5M,P19,place of birth,Q166824,NA,17
8415,HumanWikidata5M,P19,place of birth,Q930262,NA,17
8416,HumanWikidata5M,P19,place of birth,Q753010,NA,17
8417,HumanWikidata5M,P19,place of birth,Q645351,NA,17
8418,HumanWikidata5M,P19,place of birth,Q2669536,NA,17
8419,HumanWikidata5M,P19,place of birth,Q941931,NA,16
8420,HumanWikidata5M,P19,place of birth,Q852577,NA,16
8421,HumanWikidata5M,P19,place of birth,Q2464943,NA,16
8422,HumanWikidata5M,P19,place of birth,Q3934,NA,16
8423,HumanWikidata5M,P19,place of birth,Q494216,NA,16
8424,HumanWikidata5M,P19,place of birth,Q2348677,NA,16
8425,HumanWikidata5M,P19,place of birth,Q470626,NA,16
8426,HumanWikidata5M,P19,place of birth,Q1022447,NA,16
8427,HumanWikidata5M,P19,place of birth,Q488683,NA,16
8428,HumanWikidata5M,P19,place of birth,Q748533,NA,16
8429,HumanWikidata5M,P19,place of birth,Q576584,NA,16
8430,HumanWikidata5M,P19,place of birth,Q326312,NA,16
8431,HumanWikidata5M,P19,place of birth,Q2189505,NA,16
8432,HumanWikidata5M,P19,place of birth,Q128137,NA,16
8433,HumanWikidata5M,P19,place of birth,Q607108,NA,16
8434,HumanWikidata5M,P19,place of birth,Q5466574,NA,16
8435,HumanWikidata5M,P19,place of birth,Q2132464,NA,16
8436,HumanWikidata5M,P19,place of birth,Q424659,NA,16
8437,HumanWikidata5M,P19,place of birth,Q3871,NA,16
8438,HumanWikidata5M,P19,place of birth,Q1540300,NA,16
8439,HumanWikidata5M,P19,place of birth,Q162782,NA,16
8440,HumanWikidata5M,P19,place of birth,Q1007106,NA,16
8441,HumanWikidata5M,P19,place of birth,Q3776991,NA,16
8442,HumanWikidata5M,P19,place of birth,Q2034575,NA,16
8443,HumanWikidata5M,P19,place of birth,Q755202,NA,16
8444,HumanWikidata5M,P19,place of birth,Q206872,NA,16
8445,HumanWikidata5M,P19,place of birth,Q763080,NA,16
8446,HumanWikidata5M,P19,place of birth,Q1066807,NA,16
8447,HumanWikidata5M,P19,place of birth,Q993859,NA,16
8448,HumanWikidata5M,P19,place of birth,Q952594,NA,16
8449,HumanWikidata5M,P19,place of birth,Q986984,NA,16
8450,HumanWikidata5M,P19,place of birth,Q333476,NA,16
8451,HumanWikidata5M,P19,place of birth,Q68150,NA,16
8452,HumanWikidata5M,P19,place of birth,Q317145,NA,16
8453,HumanWikidata5M,P19,place of birth,Q503905,NA,16
8454,HumanWikidata5M,P19,place of birth,Q41976,NA,16
8455,HumanWikidata5M,P19,place of birth,Q12429,NA,16
8456,HumanWikidata5M,P19,place of birth,Q502021,NA,16
8457,HumanWikidata5M,P19,place of birth,Q193380,NA,16
8458,HumanWikidata5M,P19,place of birth,Q595550,NA,16
8459,HumanWikidata5M,P19,place of birth,Q266941,NA,16
8460,HumanWikidata5M,P19,place of birth,Q1002636,NA,16
8461,HumanWikidata5M,P19,place of birth,Q5985,NA,16
8462,HumanWikidata5M,P19,place of birth,Q1987584,NA,16
8463,HumanWikidata5M,P19,place of birth,Q2219,NA,16
8464,HumanWikidata5M,P19,place of birth,Q686736,NA,16
8465,HumanWikidata5M,P19,place of birth,Q104631,NA,16
8466,HumanWikidata5M,P19,place of birth,Q640981,NA,16
8467,HumanWikidata5M,P19,place of birth,Q5449,NA,16
8468,HumanWikidata5M,P19,place of birth,Q981346,NA,16
8469,HumanWikidata5M,P19,place of birth,Q754078,NA,16
8470,HumanWikidata5M,P19,place of birth,Q577971,NA,16
8471,HumanWikidata5M,P19,place of birth,Q1854389,NA,16
8472,HumanWikidata5M,P19,place of birth,Q662409,NA,16
8473,HumanWikidata5M,P19,place of birth,Q79385,NA,16
8474,HumanWikidata5M,P19,place of birth,Q1011507,NA,16
8475,HumanWikidata5M,P19,place of birth,Q2096359,NA,16
8476,HumanWikidata5M,P19,place of birth,Q235739,NA,16
8477,HumanWikidata5M,P19,place of birth,Q1133320,NA,16
8478,HumanWikidata5M,P19,place of birth,Q2001670,NA,16
8479,HumanWikidata5M,P19,place of birth,Q1410885,NA,16
8480,HumanWikidata5M,P19,place of birth,Q990985,NA,16
8481,HumanWikidata5M,P19,place of birth,Q994465,NA,16
8482,HumanWikidata5M,P19,place of birth,Q727559,NA,16
8483,HumanWikidata5M,P19,place of birth,Q1003649,NA,16
8484,HumanWikidata5M,P19,place of birth,Q534812,NA,16
8485,HumanWikidata5M,P19,place of birth,Q738275,NA,16
8486,HumanWikidata5M,P19,place of birth,Q194164,NA,16
8487,HumanWikidata5M,P19,place of birth,Q679084,NA,16
8488,HumanWikidata5M,P19,place of birth,Q525618,NA,16
8489,HumanWikidata5M,P19,place of birth,Q977991,NA,16
8490,HumanWikidata5M,P19,place of birth,Q2078241,NA,16
8491,HumanWikidata5M,P19,place of birth,Q306328,NA,16
8492,HumanWikidata5M,P19,place of birth,Q496472,NA,16
8493,HumanWikidata5M,P19,place of birth,Q2292,NA,16
8494,HumanWikidata5M,P19,place of birth,Q122917,NA,16
8495,HumanWikidata5M,P19,place of birth,Q818376,NA,16
8496,HumanWikidata5M,P19,place of birth,Q866307,NA,16
8497,HumanWikidata5M,P19,place of birth,Q490949,NA,16
8498,HumanWikidata5M,P19,place of birth,Q1964569,NA,16
8499,HumanWikidata5M,P19,place of birth,Q428459,NA,16
8500,HumanWikidata5M,P19,place of birth,Q2061,NA,16
8501,HumanWikidata5M,P19,place of birth,Q641181,NA,16
8502,HumanWikidata5M,P19,place of birth,Q1006321,NA,16
8503,HumanWikidata5M,P19,place of birth,Q191346,NA,16
8504,HumanWikidata5M,P19,place of birth,Q1010531,NA,16
8505,HumanWikidata5M,P19,place of birth,Q278743,NA,16
8506,HumanWikidata5M,P19,place of birth,Q5054509,NA,16
8507,HumanWikidata5M,P19,place of birth,Q503379,NA,16
8508,HumanWikidata5M,P19,place of birth,Q643172,NA,16
8509,HumanWikidata5M,P19,place of birth,Q1510465,NA,16
8510,HumanWikidata5M,P19,place of birth,Q2722762,NA,16
8511,HumanWikidata5M,P19,place of birth,Q386179,NA,16
8512,HumanWikidata5M,P19,place of birth,Q467421,NA,16
8513,HumanWikidata5M,P19,place of birth,Q608415,NA,16
8514,HumanWikidata5M,P19,place of birth,Q1006179,NA,16
8515,HumanWikidata5M,P19,place of birth,Q2678895,NA,16
8516,HumanWikidata5M,P19,place of birth,Q899751,NA,16
8517,HumanWikidata5M,P19,place of birth,Q21167,NA,16
8518,HumanWikidata5M,P19,place of birth,Q2008989,NA,16
8519,HumanWikidata5M,P19,place of birth,Q321331,NA,16
8520,HumanWikidata5M,P19,place of birth,Q201230,NA,16
8521,HumanWikidata5M,P19,place of birth,Q222279,NA,16
8522,HumanWikidata5M,P19,place of birth,Q1185835,NA,16
8523,HumanWikidata5M,P19,place of birth,Q196397,NA,16
8524,HumanWikidata5M,P19,place of birth,Q569827,NA,16
8525,HumanWikidata5M,P19,place of birth,Q141738,NA,16
8526,HumanWikidata5M,P19,place of birth,Q189157,NA,16
8527,HumanWikidata5M,P19,place of birth,Q740241,NA,16
8528,HumanWikidata5M,P19,place of birth,Q917513,NA,16
8529,HumanWikidata5M,P19,place of birth,Q503585,NA,16
8530,HumanWikidata5M,P19,place of birth,Q329833,NA,16
8531,HumanWikidata5M,P19,place of birth,Q271333,NA,16
8532,HumanWikidata5M,P19,place of birth,Q668616,NA,16
8533,HumanWikidata5M,P19,place of birth,Q523778,NA,16
8534,HumanWikidata5M,P19,place of birth,Q210003,NA,16
8535,HumanWikidata5M,P19,place of birth,Q565751,NA,16
8536,HumanWikidata5M,P19,place of birth,Q13652,NA,16
8537,HumanWikidata5M,P19,place of birth,Q725594,NA,16
8538,HumanWikidata5M,P19,place of birth,Q749623,NA,16
8539,HumanWikidata5M,P19,place of birth,Q823967,NA,16
8540,HumanWikidata5M,P19,place of birth,Q991020,NA,16
8541,HumanWikidata5M,P19,place of birth,Q1187817,NA,16
8542,HumanWikidata5M,P19,place of birth,Q42152,NA,16
8543,HumanWikidata5M,P19,place of birth,Q985993,NA,16
8544,HumanWikidata5M,P19,place of birth,Q101663,NA,16
8545,HumanWikidata5M,P19,place of birth,Q1185802,NA,16
8546,HumanWikidata5M,P19,place of birth,Q527467,NA,16
8547,HumanWikidata5M,P19,place of birth,Q984358,NA,16
8548,HumanWikidata5M,P19,place of birth,Q30786,NA,16
8549,HumanWikidata5M,P19,place of birth,Q1017387,NA,16
8550,HumanWikidata5M,P19,place of birth,Q143227,NA,16
8551,HumanWikidata5M,P19,place of birth,Q113602,NA,16
8552,HumanWikidata5M,P19,place of birth,Q1645049,NA,16
8553,HumanWikidata5M,P19,place of birth,Q36471,NA,16
8554,HumanWikidata5M,P19,place of birth,Q1129639,NA,16
8555,HumanWikidata5M,P19,place of birth,Q277624,NA,16
8556,HumanWikidata5M,P19,place of birth,Q105444,NA,16
8557,HumanWikidata5M,P19,place of birth,Q489458,NA,16
8558,HumanWikidata5M,P19,place of birth,Q659895,NA,16
8559,HumanWikidata5M,P19,place of birth,Q956893,NA,16
8560,HumanWikidata5M,P19,place of birth,Q1234712,NA,16
8561,HumanWikidata5M,P19,place of birth,Q13870,NA,16
8562,HumanWikidata5M,P19,place of birth,Q391361,NA,16
8563,HumanWikidata5M,P19,place of birth,Q506202,NA,16
8564,HumanWikidata5M,P19,place of birth,Q146723,NA,16
8565,HumanWikidata5M,P19,place of birth,Q656680,NA,16
8566,HumanWikidata5M,P19,place of birth,Q16337,NA,16
8567,HumanWikidata5M,P19,place of birth,Q72414,NA,16
8568,HumanWikidata5M,P19,place of birth,Q874262,NA,16
8569,HumanWikidata5M,P19,place of birth,Q24231,NA,16
8570,HumanWikidata5M,P19,place of birth,Q81725,NA,16
8571,HumanWikidata5M,P19,place of birth,Q214303,NA,16
8572,HumanWikidata5M,P19,place of birth,Q853577,NA,16
8573,HumanWikidata5M,P19,place of birth,Q506191,NA,16
8574,HumanWikidata5M,P19,place of birth,Q32508,NA,16
8575,HumanWikidata5M,P19,place of birth,Q753957,NA,16
8576,HumanWikidata5M,P19,place of birth,Q11337,NA,16
8577,HumanWikidata5M,P19,place of birth,Q852693,NA,16
8578,HumanWikidata5M,P19,place of birth,Q209093,NA,16
8579,HumanWikidata5M,P19,place of birth,Q1023511,NA,16
8580,HumanWikidata5M,P19,place of birth,Q83891,NA,16
8581,HumanWikidata5M,P19,place of birth,Q935784,NA,16
8582,HumanWikidata5M,P19,place of birth,Q156291,NA,16
8583,HumanWikidata5M,P19,place of birth,Q575306,NA,16
8584,HumanWikidata5M,P19,place of birth,Q26555,NA,16
8585,HumanWikidata5M,P19,place of birth,Q183394,NA,16
8586,HumanWikidata5M,P19,place of birth,Q210098,NA,16
8587,HumanWikidata5M,P19,place of birth,Q320798,NA,16
8588,HumanWikidata5M,P19,place of birth,Q1130536,NA,16
8589,HumanWikidata5M,P19,place of birth,Q13680,NA,16
8590,HumanWikidata5M,P19,place of birth,Q9774,NA,16
8591,HumanWikidata5M,P19,place of birth,Q752255,NA,16
8592,HumanWikidata5M,P19,place of birth,Q231554,NA,16
8593,HumanWikidata5M,P19,place of birth,Q1898112,NA,16
8594,HumanWikidata5M,P19,place of birth,Q155569,NA,16
8595,HumanWikidata5M,P19,place of birth,Q200905,NA,16
8596,HumanWikidata5M,P19,place of birth,Q1530761,NA,16
8597,HumanWikidata5M,P19,place of birth,Q100811,NA,16
8598,HumanWikidata5M,P19,place of birth,Q977255,NA,16
8599,HumanWikidata5M,P19,place of birth,Q978707,NA,16
8600,HumanWikidata5M,P19,place of birth,Q222220,NA,16
8601,HumanWikidata5M,P19,place of birth,Q642810,NA,16
8602,HumanWikidata5M,P19,place of birth,Q251325,NA,16
8603,HumanWikidata5M,P19,place of birth,Q207295,NA,16
8604,HumanWikidata5M,P19,place of birth,Q128261,NA,16
8605,HumanWikidata5M,P19,place of birth,Q1042,NA,16
8606,HumanWikidata5M,P19,place of birth,Q2575441,NA,16
8607,HumanWikidata5M,P19,place of birth,Q525647,NA,16
8608,HumanWikidata5M,P19,place of birth,Q988283,NA,16
8609,HumanWikidata5M,P19,place of birth,Q14904,NA,16
8610,HumanWikidata5M,P19,place of birth,Q538953,NA,16
8611,HumanWikidata5M,P19,place of birth,Q527846,NA,16
8612,HumanWikidata5M,P19,place of birth,Q574878,NA,16
8613,HumanWikidata5M,P19,place of birth,Q1202,NA,16
8614,HumanWikidata5M,P19,place of birth,Q54107,NA,16
8615,HumanWikidata5M,P19,place of birth,Q3582130,NA,16
8616,HumanWikidata5M,P19,place of birth,Q617806,NA,16
8617,HumanWikidata5M,P19,place of birth,Q982353,NA,16
8618,HumanWikidata5M,P19,place of birth,Q33613,NA,16
8619,HumanWikidata5M,P19,place of birth,Q57711,NA,16
8620,HumanWikidata5M,P19,place of birth,Q208264,NA,16
8621,HumanWikidata5M,P19,place of birth,Q82070,NA,16
8622,HumanWikidata5M,P19,place of birth,Q2514944,NA,16
8623,HumanWikidata5M,P19,place of birth,Q914040,NA,16
8624,HumanWikidata5M,P19,place of birth,Q1444575,NA,16
8625,HumanWikidata5M,P19,place of birth,Q204430,NA,16
8626,HumanWikidata5M,P19,place of birth,Q44236,NA,16
8627,HumanWikidata5M,P19,place of birth,Q497952,NA,16
8628,HumanWikidata5M,P19,place of birth,Q79254,NA,16
8629,HumanWikidata5M,P19,place of birth,Q47837,NA,16
8630,HumanWikidata5M,P19,place of birth,Q524407,NA,16
8631,HumanWikidata5M,P19,place of birth,Q504580,NA,16
8632,HumanWikidata5M,P19,place of birth,Q83178,NA,16
8633,HumanWikidata5M,P19,place of birth,Q913266,NA,16
8634,HumanWikidata5M,P19,place of birth,Q208471,NA,16
8635,HumanWikidata5M,P19,place of birth,Q1012395,NA,16
8636,HumanWikidata5M,P19,place of birth,Q52898,NA,16
8637,HumanWikidata5M,P19,place of birth,Q730929,NA,16
8638,HumanWikidata5M,P19,place of birth,Q321067,NA,16
8639,HumanWikidata5M,P19,place of birth,Q29962,NA,16
8640,HumanWikidata5M,P19,place of birth,Q483871,NA,16
8641,HumanWikidata5M,P19,place of birth,Q146732,NA,16
8642,HumanWikidata5M,P19,place of birth,Q2457268,NA,16
8643,HumanWikidata5M,P19,place of birth,Q948117,NA,16
8644,HumanWikidata5M,P19,place of birth,Q751140,NA,16
8645,HumanWikidata5M,P19,place of birth,Q853628,NA,16
8646,HumanWikidata5M,P19,place of birth,Q183464,NA,16
8647,HumanWikidata5M,P19,place of birth,Q992412,NA,16
8648,HumanWikidata5M,P19,place of birth,Q387307,NA,16
8649,HumanWikidata5M,P19,place of birth,Q20835,NA,16
8650,HumanWikidata5M,P19,place of birth,Q9974,NA,16
8651,HumanWikidata5M,P19,place of birth,Q2302167,NA,16
8652,HumanWikidata5M,P19,place of birth,Q661595,NA,16
8653,HumanWikidata5M,P19,place of birth,Q6823,NA,16
8654,HumanWikidata5M,P19,place of birth,Q156819,NA,16
8655,HumanWikidata5M,P19,place of birth,Q733414,NA,16
8656,HumanWikidata5M,P19,place of birth,Q12447537,NA,16
8657,HumanWikidata5M,P19,place of birth,Q384721,NA,16
8658,HumanWikidata5M,P19,place of birth,Q1205,NA,16
8659,HumanWikidata5M,P19,place of birth,Q193677,NA,16
8660,HumanWikidata5M,P19,place of birth,Q185609,NA,16
8661,HumanWikidata5M,P19,place of birth,Q988741,NA,16
8662,HumanWikidata5M,P19,place of birth,Q19272,NA,16
8663,HumanWikidata5M,P19,place of birth,Q503442,NA,16
8664,HumanWikidata5M,P19,place of birth,Q192980,NA,16
8665,HumanWikidata5M,P19,place of birth,Q79401,NA,16
8666,HumanWikidata5M,P19,place of birth,Q42116,NA,16
8667,HumanWikidata5M,P19,place of birth,Q237847,NA,16
8668,HumanWikidata5M,P19,place of birth,Q2283384,NA,16
8669,HumanWikidata5M,P19,place of birth,Q10399,NA,16
8670,HumanWikidata5M,P19,place of birth,Q1073929,NA,16
8671,HumanWikidata5M,P19,place of birth,Q735215,NA,16
8672,HumanWikidata5M,P19,place of birth,Q855645,NA,16
8673,HumanWikidata5M,P19,place of birth,Q648622,NA,16
8674,HumanWikidata5M,P19,place of birth,Q21165,NA,16
8675,HumanWikidata5M,P19,place of birth,Q328596,NA,16
8676,HumanWikidata5M,P19,place of birth,Q976153,NA,16
8677,HumanWikidata5M,P19,place of birth,Q376786,NA,16
8678,HumanWikidata5M,P19,place of birth,Q950966,NA,16
8679,HumanWikidata5M,P19,place of birth,Q103999,NA,16
8680,HumanWikidata5M,P19,place of birth,Q1988967,NA,16
8681,HumanWikidata5M,P19,place of birth,Q27230,NA,16
8682,HumanWikidata5M,P19,place of birth,Q81138,NA,16
8683,HumanWikidata5M,P19,place of birth,Q1012490,NA,16
8684,HumanWikidata5M,P19,place of birth,Q1007845,NA,16
8685,HumanWikidata5M,P19,place of birth,Q159838,NA,16
8686,HumanWikidata5M,P19,place of birth,Q158274,NA,16
8687,HumanWikidata5M,P19,place of birth,Q102307,NA,16
8688,HumanWikidata5M,P19,place of birth,Q885355,NA,16
8689,HumanWikidata5M,P19,place of birth,Q820813,NA,16
8690,HumanWikidata5M,P19,place of birth,Q550424,NA,16
8691,HumanWikidata5M,P19,place of birth,Q2485575,NA,16
8692,HumanWikidata5M,P19,place of birth,Q23311,NA,16
8693,HumanWikidata5M,P19,place of birth,Q2028322,NA,16
8694,HumanWikidata5M,P19,place of birth,Q863832,NA,16
8695,HumanWikidata5M,P19,place of birth,Q10040,NA,16
8696,HumanWikidata5M,P19,place of birth,Q459553,NA,16
8697,HumanWikidata5M,P19,place of birth,Q338391,NA,16
8698,HumanWikidata5M,P19,place of birth,Q213296,NA,16
8699,HumanWikidata5M,P19,place of birth,Q911609,NA,16
8700,HumanWikidata5M,P19,place of birth,Q755736,NA,16
8701,HumanWikidata5M,P19,place of birth,Q6845,NA,16
8702,HumanWikidata5M,P19,place of birth,Q60475,NA,16
8703,HumanWikidata5M,P19,place of birth,Q1021031,NA,16
8704,HumanWikidata5M,P19,place of birth,Q2345424,NA,16
8705,HumanWikidata5M,P19,place of birth,Q157034,NA,16
8706,HumanWikidata5M,P19,place of birth,Q7985390,NA,16
8707,HumanWikidata5M,P19,place of birth,Q506398,NA,16
8708,HumanWikidata5M,P19,place of birth,Q34800,NA,16
8709,HumanWikidata5M,P19,place of birth,Q10744,NA,16
8710,HumanWikidata5M,P19,place of birth,Q23066,NA,16
8711,HumanWikidata5M,P19,place of birth,Q378527,NA,16
8712,HumanWikidata5M,P19,place of birth,Q311341,NA,16
8713,HumanWikidata5M,P19,place of birth,Q8194,NA,16
8714,HumanWikidata5M,P19,place of birth,Q1027291,NA,16
8715,HumanWikidata5M,P19,place of birth,Q3939,NA,16
8716,HumanWikidata5M,P19,place of birth,Q208818,NA,16
8717,HumanWikidata5M,P19,place of birth,Q42784,NA,16
8718,HumanWikidata5M,P19,place of birth,Q717947,NA,16
8719,HumanWikidata5M,P19,place of birth,Q1177705,NA,16
8720,HumanWikidata5M,P19,place of birth,Q73489,NA,16
8721,HumanWikidata5M,P19,place of birth,Q260950,NA,16
8722,HumanWikidata5M,P19,place of birth,Q590879,NA,16
8723,HumanWikidata5M,P19,place of birth,Q62958,NA,16
8724,HumanWikidata5M,P19,place of birth,Q175161,NA,16
8725,HumanWikidata5M,P19,place of birth,Q2679162,NA,16
8726,HumanWikidata5M,P19,place of birth,Q503856,NA,16
8727,HumanWikidata5M,P19,place of birth,Q234924,NA,16
8728,HumanWikidata5M,P19,place of birth,Q757853,NA,16
8729,HumanWikidata5M,P19,place of birth,Q878237,NA,16
8730,HumanWikidata5M,P19,place of birth,Q997062,NA,16
8731,HumanWikidata5M,P19,place of birth,Q1891939,NA,16
8732,HumanWikidata5M,P19,place of birth,Q794396,NA,16
8733,HumanWikidata5M,P19,place of birth,Q936753,NA,16
8734,HumanWikidata5M,P19,place of birth,Q488555,NA,16
8735,HumanWikidata5M,P19,place of birth,Q867579,NA,16
8736,HumanWikidata5M,P19,place of birth,Q378216,NA,16
8737,HumanWikidata5M,P19,place of birth,Q647103,NA,16
8738,HumanWikidata5M,P19,place of birth,Q1000717,NA,16
8739,HumanWikidata5M,P19,place of birth,Q478038,NA,16
8740,HumanWikidata5M,P19,place of birth,Q1001905,NA,16
8741,HumanWikidata5M,P19,place of birth,Q304801,NA,16
8742,HumanWikidata5M,P19,place of birth,Q158491,NA,16
8743,HumanWikidata5M,P19,place of birth,Q1004048,NA,16
8744,HumanWikidata5M,P19,place of birth,Q967648,NA,16
8745,HumanWikidata5M,P19,place of birth,Q101583,NA,16
8746,HumanWikidata5M,P19,place of birth,Q187802,NA,16
8747,HumanWikidata5M,P19,place of birth,Q13598,NA,16
8748,HumanWikidata5M,P19,place of birth,Q494715,NA,16
8749,HumanWikidata5M,P19,place of birth,Q651811,NA,16
8750,HumanWikidata5M,P19,place of birth,Q3358175,NA,16
8751,HumanWikidata5M,P19,place of birth,Q837211,NA,16
